feature,score
524.07nm_q75,63.98879083309121
879.94nm_mean,63.98844882023086
974.27nm_mean,63.9258883642025
682.71nm_min,63.89033366355798
961.40nm_mean,63.75845343802342
706.29nm_q75,63.679507185408454
395.44nm_median,63.672620833929884
931.39nm_mean,63.671667876357255
671.99nm_max,63.65389460968129
984.99nm_mean,63.63265167365091
969.98nm_mean,63.594389832317916
663.41nm_q75,63.592001899846494
584.09nm_q25,63.56867410885921
378.29nm_median,63.53105230039896
995.71nm_mean,63.493406916133296
987.13nm_mean,63.41469447729078
558.37nm_skew,63.351427474393226
980.70nm_mean,63.3405065511127
989.27nm_mean,63.31860208853858
933.54nm_mean,63.200077329860854
691.28nm_max,63.19353184505893
959.26nm_mean,63.151742856014515
530.50nm_q25,63.144751420480034
667.70nm_std,63.119673265060314
982.84nm_mean,63.119594615610936
393.29nm_q75,63.04582726073593
397.58nm_median,62.87918211936515
575.52nm_q25,62.776171523714666
999.99nm_mean,62.73428215314757
935.68nm_mean,62.73415686497714
967.84nm_mean,62.68803581205306
699.86nm_std,62.65148164952772
517.64nm_skew,62.64763227394997
965.69nm_mean,62.61755156567575
669.85nm_max,62.444050000441344
511.20nm_q75,62.407807283216734
1002.14nm_mean,62.38985693550036
993.56nm_mean,62.385047809877264
991.42nm_mean,62.38355982375785
618.39nm_mean,62.30664953680643
708.43nm_q75,62.23597078348274
937.82nm_mean,62.04745716875093
410.44nm_q75,61.982490625668
380.43nm_median,61.88077770254335
1004.28nm_mean,61.8511407156368
957.12nm_mean,61.850572042603694
997.85nm_mean,61.788158572372254
506.92nm_mean,61.69395786159377
376.14nm_mean,61.60673779019523
412.59nm_q75,61.51977383395076
425.45nm_mean,61.45846756368797
1008.57nm_mean,61.45593423959289
412.59nm_mean,61.435923608942474
1015.00nm_mean,61.36931762514017
562.66nm_q25,61.34445056930963
577.66nm_q25,61.30909906575818
530.50nm_mean,61.28702317389933
419.02nm_mean,61.25037942418425
1006.42nm_mean,61.230340731111674
427.60nm_mean,61.19526551958698
939.97nm_mean,61.1591746133966
693.43nm_max,61.1370903413673
702.00nm_std,61.10781865667613
408.30nm_mean,61.100570375025825
543.36nm_q25,61.04548948560371
401.87nm_mean,61.018114542629824
954.97nm_mean,61.00672686092552
661.27nm_q75,60.91711058321621
429.74nm_q75,60.91432763689746
395.44nm_q75,60.89576168610285
380.43nm_mean,60.841040343782716
665.56nm_std,60.83859655327494
406.16nm_mean,60.82124245995502
560.51nm_skew,60.80429144754654
414.73nm_mean,60.798225895535865
581.95nm_q25,60.748280218250066
710.58nm_q75,60.74422175006667
374.00nm_mean,60.68580220864444
404.01nm_mean,60.66396298013812
399.73nm_q75,60.62382586834753
549.79nm_q25,60.60188790996927
952.83nm_mean,60.590983725374606
950.69nm_mean,60.574292604119485
942.11nm_mean,60.564443955958296
423.31nm_mean,60.556743510594444
421.16nm_mean,60.50307546071666
526.21nm_q75,60.45564698479059
539.07nm_q25,60.43140374734099
545.51nm_q25,60.25503987867744
401.87nm_q75,60.235692088540176
944.25nm_mean,60.20212161117909
410.44nm_mean,60.18426895117294
378.29nm_mean,60.179679406624615
948.54nm_mean,60.14979877170951
416.88nm_mean,60.082057330248155
616.25nm_mean,60.02558268462146
695.57nm_max,59.96804657546127
946.40nm_mean,59.967823578104614
382.58nm_mean,59.88809409552768
1010.71nm_mean,59.80241317646534
704.15nm_std,59.63781243260352
399.73nm_mean,59.6156565223577
882.08nm_skew,59.57161602627372
879.94nm_skew,59.55570295470763
877.80nm_skew,59.520738141557025
884.23nm_skew,59.51358015509999
429.74nm_mean,59.50962284064316
667.70nm_max,59.37799524408533
1012.86nm_mean,59.375562752796775
875.65nm_skew,59.34648090696296
712.72nm_q75,59.31479496978638
376.14nm_median,59.233023691601616
431.88nm_mean,59.21832064562799
873.51nm_skew,59.18560364019019
886.37nm_skew,59.10589190912467
871.36nm_skew,58.975031208876885
571.23nm_q25,58.89758755892681
547.65nm_q25,58.866298193009044
397.58nm_mean,58.83269811523959
888.52nm_skew,58.813952360104054
393.29nm_mean,58.813273954021724
391.15nm_mean,58.799295700107706
869.22nm_skew,58.62467588615157
509.06nm_q75,58.60552352768638
867.08nm_skew,58.55309035673731
562.66nm_skew,58.52250617178944
663.41nm_std,58.479284392224116
384.72nm_mean,58.45677161950749
434.03nm_mean,58.45569155151712
890.66nm_skew,58.35570901471599
536.93nm_q25,58.26402631533432
665.56nm_max,58.25902819531778
659.13nm_q75,58.23971667701001
504.77nm_mean,58.23442638968002
706.29nm_std,58.20999100502749
697.72nm_max,58.20590433996404
864.93nm_skew,58.1861926918814
564.80nm_q25,58.142296891029964
554.08nm_q25,58.10145007667649
395.44nm_mean,58.076172437973
374.00nm_median,58.05567127449228
714.87nm_q75,58.02035117728979
513.35nm_q25,57.95132425566569
862.79nm_skew,57.92812037936435
579.81nm_q25,57.82606655906993
551.94nm_q25,57.81484542386863
386.86nm_mean,57.81043703878219
614.11nm_mean,57.78069673742227
436.17nm_mean,57.77157361990407
860.65nm_skew,57.67859845437395
560.51nm_q25,57.66584748210048
558.37nm_q25,57.58599905517932
541.22nm_q25,57.582338591204184
382.58nm_q75,57.51482192737605
892.80nm_skew,57.4579992492354
376.14nm_q75,57.45078566390315
391.15nm_q75,57.42868447552453
556.22nm_q25,57.32497394374319
427.60nm_q75,57.29593104382428
858.50nm_skew,57.25724953457147
532.64nm_mean,57.25459676189821
425.45nm_q75,57.02966587631229
856.36nm_skew,56.96991523667041
717.01nm_q75,56.94652827912274
431.88nm_q75,56.86305586178442
414.73nm_q75,56.85427721165644
708.43nm_std,56.754830872313185
528.35nm_q75,56.74261460404167
389.01nm_mean,56.70151497700501
854.21nm_skew,56.700016558082694
699.86nm_max,56.6982319627813
894.95nm_skew,56.574739458329006
438.31nm_mean,56.46216104570817
378.29nm_q75,56.4377478757698
564.80nm_skew,56.37660870115879
440.46nm_mean,56.31073284979275
852.07nm_skew,56.30449847016532
389.01nm_median,56.22364513927993
849.93nm_skew,56.03727127484082
661.27nm_std,55.996910309896435
719.15nm_q75,55.96898132062449
569.09nm_q25,55.94662200999195
663.41nm_max,55.88227755588576
506.92nm_q75,55.80963592953206
656.98nm_q75,55.738744460229746
847.78nm_skew,55.67204553869838
702.00nm_max,55.6412676005857
380.43nm_q75,55.610072415050894
611.96nm_mean,55.52906875144621
389.01nm_q75,55.50109875265289
845.64nm_skew,55.3137414865289
897.09nm_skew,55.295120614611925
710.58nm_std,55.2640010829788
442.60nm_mean,55.2226097026609
721.30nm_q75,55.15385477560315
502.63nm_mean,55.13718607881328
397.58nm_q75,55.01688230698259
935.68nm_min,54.95022846298464
843.49nm_skew,54.91171102853721
566.94nm_q25,54.81172245372195
704.15nm_max,54.58917169700543
416.88nm_q75,54.528727187491924
566.94nm_skew,54.48626128172551
723.44nm_q75,54.34718698627454
841.35nm_skew,54.2465853066514
384.72nm_q75,54.24368166241158
423.31nm_q75,54.14560935615943
374.00nm_q75,54.09939860680483
436.17nm_q75,54.071927641192985
899.23nm_skew,54.05716008409491
980.70nm_q75,54.02585102731873
434.03nm_q75,53.95472508688705
386.86nm_q75,53.854577823722906
712.72nm_std,53.81780281499856
419.02nm_q75,53.69263893698307
444.75nm_mean,53.67950466272752
725.59nm_q75,53.67675375816092
661.27nm_max,53.65320249048666
654.84nm_q75,53.58349880320863
659.13nm_std,53.49827902269019
839.21nm_skew,53.319508391585074
609.82nm_mean,53.26734250259677
515.49nm_skew,53.25702035636741
534.79nm_mean,53.24677281251256
982.84nm_q75,53.157258671889885
421.16nm_q75,53.1222963934628
680.57nm_min,53.09969961265134
727.73nm_q75,53.067032310783816
1008.57nm_q75,52.91241181303401
706.29nm_max,52.89064522140479
511.20nm_q25,52.781059029924855
500.48nm_mean,52.72847871264789
569.09nm_skew,52.72522689181575
974.27nm_q75,52.70852371962569
446.89nm_mean,52.66860179982004
901.38nm_skew,52.60309742839376
530.50nm_q75,52.560744072574266
729.87nm_q75,52.55829067922541
714.87nm_std,52.4867390897231
504.77nm_q75,52.24183157443928
837.06nm_skew,52.13153151413831
732.02nm_q75,52.04224214524175
652.70nm_q75,51.87118580885263
734.16nm_q75,51.627702307012754
963.55nm_q75,51.594549521656255
440.46nm_q75,51.53383742176251
1015.00nm_q75,51.51138358532669
451.18nm_mean,51.45684696678156
504.77nm_q25,51.44461396299612
659.13nm_max,51.43703080648512
449.03nm_mean,51.416806136877135
937.82nm_min,51.33763637121239
708.43nm_max,51.32562347459564
717.01nm_std,51.29798229591106
736.30nm_q75,51.21109395377438
656.98nm_std,51.17556736134252
903.52nm_skew,51.14495389834809
571.23nm_skew,51.119001484558495
607.68nm_mean,51.08474203602865
984.99nm_q75,51.065853991232665
972.12nm_q75,50.98644754974664
453.32nm_mean,50.87089784257864
738.45nm_q75,50.80407131935155
834.92nm_skew,50.7878705884226
978.56nm_q75,50.72106005177477
1004.28nm_q75,50.67970768575785
438.31nm_q75,50.65888782736825
650.55nm_q75,50.62838462313394
498.34nm_mean,50.578466447016595
509.06nm_q25,50.49314952005746
740.59nm_q75,50.371126561882896
710.58nm_max,50.342340566957766
719.15nm_std,50.22901818726172
442.60nm_q75,50.20459431597087
1006.42nm_q75,50.20050339455917
993.56nm_q75,50.151015731152704
976.41nm_q75,50.14782078056611
502.63nm_q75,50.125385471601895
496.20nm_q25,50.11552827394789
997.85nm_q75,49.92682065466402
987.13nm_q75,49.842936726138426
742.74nm_q75,49.838846910562424
832.78nm_skew,49.802980426430636
648.41nm_q75,49.78674904940789
455.46nm_mean,49.720491974107354
573.37nm_skew,49.71525609857938
714.87nm_max,49.5698722913635
536.93nm_mean,49.55542659170209
753.45nm_q75,49.47445553954305
905.67nm_skew,49.46790637113296
446.89nm_q75,49.43587337796811
744.88nm_q75,49.38255016577315
496.20nm_mean,49.31872896758757
721.30nm_std,49.28248771745462
751.31nm_q75,49.273768305639095
374.00nm_std,49.27215824450318
459.75nm_mean,49.251193574584754
991.42nm_q75,49.2351280461891
967.84nm_q75,49.220445395159864
1002.14nm_q75,49.2034617311638
654.84nm_std,49.16451798486664
747.02nm_q75,49.129579480151634
605.53nm_mean,49.114349478902604
830.63nm_skew,49.10047373843992
749.17nm_q75,49.09504976744204
1012.86nm_q75,49.030346097308026
712.72nm_max,49.024133703906855
646.26nm_q75,48.986636473747176
506.92nm_q25,48.9357180704429
755.60nm_q75,48.861096585851584
449.03nm_q75,48.76166863720423
989.27nm_q75,48.75973911751783
457.61nm_mean,48.70464852103135
656.98nm_max,48.68635348975551
828.49nm_skew,48.53305988996156
969.98nm_q75,48.52859865031115
444.75nm_q75,48.523408771704254
532.64nm_q75,48.502160320932944
575.52nm_skew,48.49101030956335
717.01nm_max,48.481998566764155
723.44nm_std,48.375959817603615
999.99nm_q75,48.338285467335105
639.83nm_q75,48.32942363324304
644.12nm_q75,48.32103624066265
637.69nm_q75,48.27625969518126
1010.71nm_q75,48.20972759340296
494.05nm_mean,48.19370251615538
641.98nm_q75,48.16476151066937
907.81nm_skew,48.15354831828453
826.34nm_skew,48.15264560853538
461.90nm_mean,48.07337186278216
961.40nm_q75,47.966194805474025
635.55nm_q75,47.946365728988745
757.74nm_q75,47.85414555556657
824.20nm_skew,47.803911325148704
500.48nm_q75,47.797965513643994
995.71nm_q75,47.556802251975114
725.59nm_std,47.550692929187434
652.70nm_std,47.545786185154704
464.04nm_mean,47.534238543703665
822.06nm_skew,47.50503600296056
603.39nm_mean,47.44814125233761
491.91nm_mean,47.421630377597175
819.91nm_skew,47.35192213157129
633.40nm_q75,47.34539150228504
577.66nm_skew,47.343598209382264
759.89nm_q75,47.28431055361225
719.15nm_max,47.282096607179106
768.46nm_q75,47.24137147664197
762.03nm_q75,47.232663701195946
766.32nm_q75,47.21501140798969
770.61nm_q75,47.20820709977722
723.44nm_max,47.19319778332992
764.17nm_q75,47.156904717470475
817.77nm_skew,47.111162390293785
502.63nm_q25,47.10627157297502
466.18nm_mean,46.98298549298723
815.63nm_skew,46.941489696240474
772.75nm_q75,46.92934347463808
489.77nm_mean,46.883228023151545
813.48nm_skew,46.83758056829455
727.73nm_std,46.77703229837126
959.26nm_q75,46.765666322254695
909.95nm_skew,46.74577346115345
811.34nm_skew,46.73291813147945
809.19nm_skew,46.679091909337586
468.33nm_mean,46.602203403362374
678.42nm_min,46.55207535489023
654.84nm_max,46.54609816805048
807.05nm_skew,46.517941394096106
774.89nm_q75,46.45564724556403
470.47nm_mean,46.4383808392411
631.26nm_q75,46.43393856003813
721.30nm_max,46.41141875107901
650.55nm_std,46.39312702188285
579.81nm_skew,46.36141035527139
494.05nm_q25,46.34030468063239
804.91nm_skew,46.33995401371584
472.62nm_mean,46.32425971934562
802.76nm_skew,46.29110712105724
539.07nm_mean,46.23403692527123
498.34nm_q75,46.17209623797926
800.62nm_skew,46.16602659241435
487.62nm_mean,46.153167761144516
965.69nm_q75,46.12295433842637
798.47nm_skew,46.080145730389894
796.33nm_skew,46.080103057539795
729.87nm_std,46.03379519661191
601.24nm_mean,46.01089234013194
794.19nm_skew,46.0055056951376
451.18nm_q75,45.96440962515132
792.04nm_skew,45.92188261571428
789.90nm_skew,45.87799043038625
474.76nm_mean,45.84895260141973
519.78nm_std,45.82383108339141
787.76nm_skew,45.76466697574588
777.04nm_q75,45.744104478446445
376.14nm_std,45.71696501275739
785.61nm_skew,45.713899927472156
485.48nm_mean,45.630670576354504
783.47nm_skew,45.62684511310271
476.90nm_mean,45.61871207815424
912.10nm_skew,45.58625029201019
727.73nm_max,45.57981573550843
648.41nm_std,45.578401349978876
521.92nm_std,45.53963083805387
481.19nm_mean,45.47212407250635
781.32nm_skew,45.46247248086896
629.11nm_q75,45.46176715420021
725.59nm_max,45.44646952330326
581.95nm_skew,45.42988759637494
779.18nm_skew,45.32633764162865
732.02nm_std,45.32464831993223
652.70nm_max,45.32124376014507
479.05nm_mean,45.312130793592374
491.91nm_q25,45.29475291073735
777.04nm_skew,45.20769578317884
483.33nm_mean,45.163893350441946
517.64nm_std,45.13547824498604
779.18nm_q75,45.088943278858196
676.28nm_min,45.058310726362556
774.89nm_skew,45.02940545636004
513.35nm_skew,44.89019514014468
646.26nm_std,44.79582288771705
772.75nm_skew,44.78821974284018
599.10nm_mean,44.70039625264697
732.02nm_max,44.69349938242462
734.16nm_std,44.66061342860004
729.87nm_max,44.644335363653695
459.75nm_q75,44.63234261306622
914.24nm_skew,44.523419844335024
584.09nm_skew,44.51602150210819
781.32nm_q75,44.50421750242531
534.79nm_q75,44.44887148086838
498.34nm_q25,44.385649180768006
770.61nm_skew,44.36476286093976
524.07nm_std,44.31375273978887
626.97nm_q75,44.30796605249477
496.20nm_q75,44.2434289727329
644.12nm_std,44.15346949159601
650.55nm_max,44.07694219514959
783.47nm_q75,44.03326829281186
639.83nm_std,44.029358217293336
736.30nm_std,43.99741533043076
637.69nm_std,43.96676709873039
641.98nm_std,43.953147202311015
768.46nm_skew,43.790469113829396
586.24nm_skew,43.69635618576186
785.61nm_q75,43.67527666620011
596.96nm_mean,43.62782312987139
515.49nm_std,43.62649050792853
635.55nm_std,43.60054705881936
541.22nm_mean,43.45096766800593
453.32nm_q75,43.45063274950307
939.97nm_min,43.41087618166337
787.76nm_q75,43.359198548210614
738.45nm_std,43.299938958539165
766.32nm_skew,43.26894715872088
916.38nm_skew,43.15828401918169
734.16nm_max,43.13918943701868
789.90nm_q75,43.08398054865282
624.83nm_q75,43.04375128931033
633.40nm_std,42.976411256882706
792.04nm_q75,42.84656191609507
588.38nm_skew,42.8364747538881
736.30nm_max,42.7854956184251
764.17nm_skew,42.7146945571485
455.46nm_q75,42.71419097956043
594.81nm_mean,42.65948382711062
794.19nm_q75,42.6257709874835
740.59nm_std,42.52620447555373
648.41nm_max,42.46244840593606
796.33nm_q75,42.4002238786252
526.21nm_std,42.28976891677778
957.12nm_q75,42.27466705766569
798.47nm_q75,42.26384434567043
762.03nm_skew,42.22347700348605
631.26nm_std,42.13183333045653
646.26nm_max,42.101101519842636
918.53nm_skew,42.08559017789946
800.62nm_q75,42.07607424518533
590.53nm_skew,42.05962234252425
466.18nm_q75,42.05054091844921
500.48nm_q25,42.018130660963166
489.77nm_q75,42.01110005764422
494.05nm_q75,41.98859351517458
802.76nm_q75,41.92692578405742
918.53nm_q75,41.85393284585668
468.33nm_q75,41.794135732533036
804.91nm_q75,41.75189659546138
461.90nm_q75,41.75138144701855
637.69nm_max,41.703538034900106
592.67nm_mean,41.70192379428671
920.67nm_q75,41.69847068525365
738.45nm_max,41.697658668178455
622.68nm_q75,41.688642465377896
742.74nm_std,41.682416347217796
457.61nm_q75,41.651298468110355
807.05nm_q75,41.65076487716997
759.89nm_skew,41.63679228794554
922.82nm_q75,41.6268288732954
916.38nm_q75,41.60247179770582
924.96nm_q75,41.57655549983714
809.19nm_q75,41.536934426529115
491.91nm_q75,41.423829385651565
811.34nm_q75,41.40056003662575
487.62nm_q75,41.385143770842234
592.67nm_skew,41.372353564969984
740.59nm_max,41.35385808885804
513.35nm_std,41.33952816282563
927.10nm_q75,41.26491595232431
644.12nm_max,41.25502539796485
464.04nm_q75,41.218642044160866
641.98nm_max,41.21261081215298
639.83nm_max,41.16770401411599
813.48nm_q75,41.15737033388767
629.11nm_std,41.14203492230494
543.36nm_mean,41.136938003017335
912.10nm_q75,41.06272939985512
757.74nm_skew,41.05595746948835
815.63nm_q75,41.036811192694785
914.24nm_q75,41.014228484204125
929.25nm_q75,40.999808403427785
920.67nm_skew,40.94131382465622
376.14nm_skew,40.93501087149928
817.77nm_q75,40.93224986006225
485.48nm_q75,40.9209182535434
744.88nm_std,40.88272512119284
931.39nm_q75,40.80398513020798
755.60nm_skew,40.7608066965364
590.53nm_mean,40.76009286159744
476.90nm_q75,40.756976890500994
819.91nm_q75,40.73540324869922
594.81nm_skew,40.67109252728463
822.06nm_q75,40.65661139012521
635.55nm_max,40.648144340980686
536.93nm_q75,40.63997606089478
472.62nm_q75,40.626057574396704
631.26nm_max,40.582788427147854
824.20nm_q75,40.52435080456276
633.40nm_max,40.515515466694296
907.81nm_q75,40.501199162473505
753.45nm_skew,40.45000416324716
826.34nm_q75,40.378741665417834
909.95nm_q75,40.34891225141758
620.54nm_q75,40.30287394105067
828.49nm_q75,40.288529451684646
747.02nm_std,40.21430979393004
483.33nm_q75,40.196848740792255
830.63nm_q75,40.17728112058669
905.67nm_q75,40.04447897452961
626.97nm_std,40.04290103477122
933.54nm_q75,40.039136591971356
901.38nm_q75,40.029689261993354
489.77nm_q25,40.02552717113555
903.52nm_q75,40.011508107092055
596.96nm_skew,39.98962844818305
832.78nm_q75,39.98794314906912
479.05nm_q75,39.9019101038515
935.68nm_q75,39.86034038005304
674.13nm_min,39.857506780820884
834.92nm_q75,39.79677986601214
588.38nm_mean,39.79558818423546
528.35nm_std,39.79433944201688
749.17nm_std,39.750611138942915
742.74nm_max,39.741546659764566
470.47nm_q75,39.73312593294153
751.31nm_skew,39.732680319299234
897.09nm_q75,39.67006079767374
899.23nm_q75,39.65553540966357
481.19nm_q75,39.650572282245804
837.06nm_q75,39.633801628582845
922.82nm_skew,39.60300322064144
751.31nm_std,39.54830985767395
839.21nm_q75,39.39203331192066
950.69nm_q75,39.381838004591735
952.83nm_q75,39.36846233084198
753.45nm_std,39.3204600966188
599.10nm_skew,39.28252251652128
545.51nm_mean,39.26408346220366
841.35nm_q75,39.191483708611955
894.95nm_q75,39.17572532935456
378.29nm_std,39.09454166954724
629.11nm_max,39.030454033309105
937.82nm_q75,39.00145130110112
744.88nm_max,38.9715538093724
892.80nm_q75,38.9519912489273
474.76nm_q75,38.929396464906304
618.39nm_q75,38.91708843598723
749.17nm_skew,38.90681507614798
586.24nm_mean,38.90570218424702
843.49nm_q75,38.884804301809375
624.83nm_std,38.80951600473067
669.85nm_min,38.758346580618706
939.97nm_q75,38.756762357327744
845.64nm_q75,38.65131106461379
511.20nm_std,38.60467398028421
890.66nm_q75,38.59380424439713
601.24nm_skew,38.56805479471214
847.78nm_q75,38.54715353902497
954.97nm_q75,38.53367333562866
849.93nm_q75,38.51889269567089
755.60nm_std,38.50600833912029
852.07nm_q75,38.44900290100094
747.02nm_max,38.43692838270634
854.21nm_q75,38.41690143385705
888.52nm_q75,38.36032348593824
856.36nm_q75,38.32262100848229
860.65nm_q75,38.218248804823986
487.62nm_q25,38.16305490573806
584.09nm_mean,38.13340546784082
858.50nm_q75,38.11590159036588
924.96nm_skew,38.10002965125568
886.37nm_q75,38.07959240318572
747.02nm_skew,38.067677654929035
862.79nm_q75,38.024811332776984
884.23nm_q75,37.95623400550471
603.39nm_skew,37.9427750560912
864.93nm_q75,37.876800616841685
882.08nm_q75,37.814393859164404
867.08nm_q75,37.73791712843955
547.65nm_mean,37.71695594729111
511.20nm_skew,37.71634933123747
749.17nm_max,37.698883283083624
942.11nm_q75,37.63128628086699
879.94nm_q75,37.62039456163618
877.80nm_q75,37.56713784978268
875.65nm_q75,37.55983117380416
616.25nm_q75,37.535548098477946
869.22nm_q75,37.530544468888095
622.68nm_std,37.52248604708285
873.51nm_q75,37.51709479245003
871.36nm_q75,37.50871608562239
539.07nm_q75,37.398278698776075
605.53nm_skew,37.39329787651802
757.74nm_std,37.33642738035476
581.95nm_mean,37.33331440209207
744.88nm_skew,37.2019997527445
530.50nm_std,37.1053607423804
626.97nm_max,37.014438231507924
944.25nm_q75,36.97472005782181
607.68nm_skew,36.89520070053103
382.58nm_skew,36.69267069616191
927.10nm_skew,36.61085371470193
759.89nm_std,36.54636703148327
946.40nm_q75,36.53930475170809
948.54nm_q75,36.53180313178199
579.81nm_mean,36.52356566487487
609.82nm_skew,36.48647962290414
751.31nm_max,36.477210915557606
549.79nm_mean,36.43680621965781
742.74nm_skew,36.37410791553966
614.11nm_q75,36.28884589001715
620.54nm_std,36.187570202190415
762.03nm_std,36.14265363740944
611.96nm_skew,36.07560455210047
764.17nm_std,35.78599730117344
755.60nm_max,35.757119484243624
577.66nm_mean,35.744013651538346
624.83nm_max,35.69700153733692
614.11nm_skew,35.66978694916642
753.45nm_max,35.584422394235126
740.59nm_skew,35.5402023250074
485.48nm_q25,35.52027412082717
509.06nm_std,35.495035240322764
766.32nm_std,35.460113181403386
551.94nm_mean,35.36122146338944
616.25nm_skew,35.29702603657097
929.25nm_skew,35.21813656714317
768.46nm_std,35.144496928784825
611.96nm_q75,35.02980009316361
575.52nm_mean,34.94692854460917
618.39nm_skew,34.93071954879359
618.39nm_std,34.87569375862631
738.45nm_skew,34.806203292439434
770.61nm_std,34.767865726347566
622.68nm_max,34.75366632178364
671.99nm_min,34.66881015907325
620.54nm_skew,34.623774977909505
757.74nm_max,34.521842742964054
541.22nm_q75,34.46510970941928
554.08nm_mean,34.38325493244166
532.64nm_std,34.37942186805184
622.68nm_skew,34.372046364201715
772.75nm_std,34.219455166599985
736.30nm_skew,34.215772926826276
573.37nm_mean,34.135390961520784
624.83nm_skew,34.125404366405924
626.97nm_skew,33.93488328999754
931.39nm_skew,33.80938689520777
629.11nm_skew,33.75276836020966
609.82nm_q75,33.74060431636218
759.89nm_max,33.736352470981835
734.16nm_skew,33.70464112333414
384.72nm_skew,33.6747528100614
556.22nm_mean,33.5926476664421
616.25nm_std,33.587915898214085
631.26nm_skew,33.58222381095416
774.89nm_std,33.49424229962894
633.40nm_skew,33.46568614683408
766.32nm_max,33.46201161792826
380.43nm_std,33.42807024095189
571.23nm_mean,33.40453846106467
635.55nm_skew,33.34357815303291
620.54nm_max,33.31975419021724
764.17nm_max,33.31807889859184
732.02nm_skew,33.272990923811335
637.69nm_skew,33.24236662001686
639.83nm_skew,33.191483587958736
942.11nm_min,33.17014635401414
641.98nm_skew,33.124534338832845
762.03nm_max,33.112292068938224
644.12nm_skew,33.02315810134409
558.37nm_mean,33.014711205969085
729.87nm_skew,32.919214980548766
646.26nm_skew,32.87614484941676
569.09nm_mean,32.870889778061674
933.54nm_skew,32.74252691738489
648.41nm_skew,32.67366141300457
777.04nm_std,32.656255042059634
560.51nm_mean,32.60385217225863
727.73nm_skew,32.58848222896941
607.68nm_q75,32.51917054248318
566.94nm_mean,32.51025704861717
650.55nm_skew,32.489703231552966
506.92nm_std,32.41468304902086
562.66nm_mean,32.39606334430983
614.11nm_std,32.35610600726054
652.70nm_skew,32.35123142803483
564.80nm_mean,32.348088783849846
725.59nm_skew,32.32346910404194
654.84nm_skew,32.207753636104286
618.39nm_max,32.17321607310037
483.33nm_q25,32.118909208770326
723.44nm_skew,32.11021523390585
656.98nm_skew,32.09227083455522
543.36nm_q75,32.08076292147538
481.19nm_q25,32.06207798283978
479.05nm_q25,32.06207798283978
770.61nm_max,31.99986658875924
659.13nm_skew,31.98959408425193
721.30nm_skew,31.92945555671218
661.27nm_skew,31.89580108368944
779.18nm_std,31.834404094372818
663.41nm_skew,31.82697327430187
719.15nm_skew,31.791826997197557
665.56nm_skew,31.758391027439536
509.06nm_skew,31.730424082575205
534.79nm_std,31.712008801357428
667.70nm_skew,31.694061375485433
768.46nm_max,31.683910237857503
717.01nm_skew,31.680631289487547
772.75nm_max,31.675444225890427
669.85nm_skew,31.64816372036844
935.68nm_skew,31.61422539634119
671.99nm_skew,31.602691869920562
714.87nm_skew,31.585226706994213
674.13nm_skew,31.57312137035721
676.28nm_skew,31.563030323094747
712.72nm_skew,31.536839567569793
678.42nm_skew,31.526118181609046
680.57nm_skew,31.515178075118037
682.71nm_skew,31.505129101557745
684.85nm_skew,31.476571626457154
710.58nm_skew,31.473840870834096
687.00nm_skew,31.45789951036108
708.43nm_skew,31.423981353696636
689.14nm_skew,31.41784265789922
605.53nm_q75,31.402328092988036
706.29nm_skew,31.383256896513014
691.28nm_skew,31.381541001792606
693.43nm_skew,31.37002018098366
695.57nm_skew,31.340215666301
704.15nm_skew,31.334104328779663
774.89nm_max,31.3164915737378
697.72nm_skew,31.312678434635377
699.86nm_skew,31.30953271189642
702.00nm_skew,31.302602920323036
476.90nm_q25,31.17860851192493
611.96nm_std,31.15116750179222
781.32nm_std,31.10398316723612
777.04nm_max,30.663198343874345
779.18nm_max,30.65727600032076
937.82nm_skew,30.652370917459564
414.73nm_std,30.621658636401943
412.59nm_std,30.564662381039053
419.02nm_std,30.520897323675374
783.47nm_std,30.486518081543096
603.39nm_q75,30.464651592269558
416.88nm_std,30.337339144683092
545.51nm_q75,30.19992202378612
616.25nm_max,30.076058965249533
785.61nm_std,29.984429656904965
609.82nm_std,29.954184197703533
421.16nm_std,29.92598970513194
781.32nm_max,29.897285970234105
410.44nm_std,29.72446823286944
423.31nm_std,29.682332492874295
601.24nm_q75,29.615357761568035
787.76nm_std,29.55493923679584
783.47nm_max,29.50678891801627
504.77nm_std,29.406298667463147
470.47nm_q25,29.404184467179476
425.45nm_std,29.2882421130124
536.93nm_std,29.257560387667723
939.97nm_skew,29.229273421269948
789.90nm_std,29.167958366260166
408.30nm_std,29.08149905347227
599.10nm_q75,28.852505618171346
792.04nm_std,28.82058792180761
607.68nm_std,28.797868404300264
614.11nm_max,28.71399609221351
391.15nm_skew,28.699082280489694
785.61nm_max,28.668809693154934
427.60nm_std,28.620284375428632
393.29nm_skew,28.579119112717876
547.65nm_q75,28.551060423917395
787.76nm_max,28.5420875510184
794.19nm_std,28.50703434241989
796.33nm_std,28.209964621518356
596.96nm_q75,28.198785247343405
798.47nm_max,28.122515446994765
406.16nm_std,27.95352055825378
798.47nm_std,27.940319662374495
804.91nm_max,27.896810380581197
807.05nm_max,27.85494917946136
942.11nm_skew,27.83244035231891
382.58nm_std,27.80364614036014
792.04nm_max,27.766741689116117
389.01nm_skew,27.75634991469285
605.53nm_std,27.74871904926645
800.62nm_max,27.716564893052528
611.96nm_max,27.686713026874312
800.62nm_std,27.680061149275527
